DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,PLOT,REPLICATE,BURN,MOW,NUTRIENT,LVGRASS,FORBS,CUYRDD,PRYRDD,WOODY,COMMENTS
PBB01,1,1987,10,6,23,b,u,m,p,10.31,0.48,2.64,0,0,
PBB01,1,1987,10,6,24,a,u,m,c,8.23,0.87,2.31,0,0,
PBB01,1,1987,10,6,24,b,u,m,c,15.16,0,4.05,0,0,
PBB01,1,1987,10,6,25,a,b,u,c,23.68,2.95,14.36,0,0,
PBB01,1,1987,10,6,25,b,b,u,c,43.97,11.46,25.2,0,0,
PBB01,1,1987,10,6,26,a,b,u,n+p,32.43,1.7,24.69,0,0,
PBB01,1,1987,10,6,26,b,b,u,n+p,24.47,0.4,15.97,0,0,
PBB01,1,1987,10,6,27,a,b,u,p,27.81,2,3.82,0,0,
PBB01,1,1987,10,6,27,b,b,u,p,62.59,2.93,29.93,0,0,
PBB01,1,1987,10,6,28,a,b,u,n,49,8.15,37.06,0,0,
PBB01,1,1987,10,6,28,b,b,u,n,12.3,5.24,6.13,0,0,
PBB01,1,1987,10,6,29,a,b,m,c,21.13,12.58,24.36,0,0,
PBB01,1,1987,10,6,29,b,b,m,c,25.67,0.64,2.97,0,0,
PBB01,1,1987,10,6,30,a,b,m,n+p,13.31,0.1,3.71,0,0,
PBB01,1,1987,10,6,30,b,b,m,n+p,14.93,0.09,5.56,0,0,
PBB01,1,1987,10,6,31,a,b,m,p,8.17,0.12,3.3,0,0,
PBB01,1,1987,10,6,31,b,b,m,p,19.07,0.09,4.69,0,0,
PBB01,1,1987,10,6,32,a,b,m,n,13.39,0.25,4.52,0,0,
PBB01,1,1987,10,6,32,b,b,m,n,9.08,0.02,3.75,0,0,
PBB01,1,1988,8,10,1,a,u,u,n,10.22,6.78,25.82,18.71,0,
PBB01,1,1988,8,10,1,b,u,u,n,4.97,0.46,24.78,44.19,0,
PBB01,1,1988,8,10,2,a,u,u,c,0.99,0,15.82,26.57,0,
PBB01,1,1988,8,10,2,b,u,u,c,4.38,11.66,19.95,40.57,0,
PBB01,1,1988,8,10,3,a,u,u,p,7.14,19.41,18.43,37.47,0,
PBB01,1,1988,8,10,3,b,u,u,p,0.93,13.38,22.19,31.75,0,
PBB01,1,1988,8,10,4,a,u,u,n+p,5.01,13.38,5.47,30.42,0,
PBB01,1,1988,8,10,4,b,u,u,n+p,2.04,26.23,6.24,68.38,0,
PBB01,1,1988,8,10,5,a,u,m,n,1.8,0.34,16.17,8.39,0,
PBB01,1,1988,8,10,5,b,u,m,n,9.23,0.41,20.64,7.95,0,
PBB01,1,1988,8,10,6,a,u,m,c,4.95,1.49,8,2.98,0,
PBB01,1,1988,8,10,6,b,u,m,c,2.68,3.81,7.65,2.42,0,
PBB01,1,1988,8,10,7,a,u,m,p,17.47,1.34,15.04,2.06,0,
PBB01,1,1988,8,10,7,b,u,m,p,4.98,0.64,17.74,6.71,0,
PBB01,1,1988,8,10,8,a,u,m,n+p,20.47,1.06,11.07,6.05,0,
PBB01,1,1988,8,10,8,b,u,m,n+p,34.03,0.6,20.91,6.62,0,
PBB01,1,1988,8,10,9,a,b,m,c,6.5,0.68,2.78,0,0,
PBB01,1,1988,8,10,9,b,b,m,c,5.86,1.53,5.13,0,0,
PBB01,1,1988,8,10,10,a,b,m,p,10.57,0.34,33.1,0,0,
PBB01,1,1988,8,10,10,b,b,m,p,8.76,0.67,4.34,0,0,
PBB01,1,1988,8,10,11,a,b,m,n+p,3.87,3.83,21.88,0,0,
PBB01,1,1988,8,10,11,b,b,m,n+p,12.28,1.45,5.24,0,0,
PBB01,1,1988,8,10,12,a,b,m,n,34.93,2.17,7.7,0,0,
PBB01,1,1988,8,10,12,b,b,m,n,60.3,2.01,15.66,0,0,
PBB01,1,1988,8,10,13,a,b,u,c,14.02,1.67,2.33,0,0,
PBB01,1,1988,8,10,13,b,b,u,c,10.71,1.84,4.62,0,0,
PBB01,1,1988,8,10,14,a,b,u,p,4.95,1.62,5.61,0,0,
PBB01,1,1988,8,10,14,b,b,u,p,7.23,5.47,3.86,0,0,
PBB01,1,1988,8,10,15,a,b,u,n+p,33.65,6.09,7.38,0,0,
PBB01,1,1988,8,10,15,b,b,u,n+p,15.62,39.9,1.3,0,0,
PBB01,1,1988,8,10,16,a,b,u,n,14.05,11.6,3.28,0,0,
PBB01,1,1988,8,10,16,b,b,u,n,43.86,7.55,7.96,0,0,
PBB01,1,1988,8,10,17,a,u,u,n+p,7.87,14.77,29.1,56,0,
PBB01,1,1988,8,10,17,b,u,u,n+p,9.94,36.56,11.38,34.73,0,
PBB01,1,1988,8,10,18,a,u,u,n,16.69,13.43,26.15,34.52,0,
PBB01,1,1988,8,10,18,b,u,u,n,7.99,21.95,16.91,49.97,0,
PBB01,1,1988,8,10,19,a,u,u,p,5.02,11.08,15.83,46.55,0,
PBB01,1,1988,8,10,19,b,u,u,p,5.1,15.04,16.32,11.87,0,
PBB01,1,1988,8,10,20,a,u,u,c,8.54,4.01,19.45,13.14,0,
PBB01,1,1988,8,10,20,b,u,u,c,5.96,3.87,23.25,37.7,0,
PBB01,1,1988,8,10,21,a,u,m,n+p,19.47,2.4,37.6,0,0,
PBB01,1,1988,8,10,21,b,u,m,n+p,26.98,2.72,27.79,0,0,
PBB01,1,1988,8,10,22,a,u,m,n,10.48,1.16,39.77,0,0,
PBB01,1,1988,8,10,22,b,u,m,n,6.11,0,42.45,0,0,
PBB01,1,1988,8,10,23,a,u,m,p,3.75,1.09,30.91,0,0,
PBB01,1,1988,8,10,23,b,u,m,p,3.37,0.09,37.76,0,0,
PBB01,1,1988,8,10,24,a,u,m,c,17.05,0.31,27.69,0,0,
PBB01,1,1988,8,10,24,b,u,m,c,4,0.13,26.71,0,0,
PBB01,1,1988,8,10,25,a,b,u,c,29.12,0.43,8.24,0,0,
PBB01,1,1988,8,10,25,b,b,u,c,9.53,5.43,9.4,0,0,
PBB01,1,1988,8,10,26,a,b,u,n+p,32.79,4.86,18.06,0,0,
PBB01,1,1988,8,10,26,b,b,u,n+p,54.8,9.5,9.32,0,0,
PBB01,1,1988,8,10,27,a,b,u,p,17.14,1.55,2.86,0,0,
PBB01,1,1988,8,10,27,b,b,u,p,17.56,1.54,3.6,0,0,
PBB01,1,1988,8,10,28,a,b,u,n,38.94,6.05,19.97,0,0,
PBB01,1,1988,8,10,28,b,b,u,n,31.37,12.2,13.65,0,0,
PBB01,1,1988,8,10,29,a,b,m,c,11.53,0.23,8.71,0,0,
PBB01,1,1988,8,10,29,b,b,m,c,7.99,0.33,16.78,0,0,
PBB01,1,1988,8,10,30,a,b,m,n+p,22.44,0.58,5.49,0,0,
PBB01,1,1988,8,10,30,b,b,m,n+p,37.29,2.39,8.68,0,0,
PBB01,1,1988,8,10,31,a,b,m,p,18.92,0.29,5.94,0,0,
PBB01,1,1988,8,10,31,b,b,m,p,19.56,0.5,21.31,0,0,
PBB01,1,1988,8,10,32,a,b,m,n,14.16,2.31,11.36,0,0,
PBB01,1,1988,8,10,32,b,b,m,n,43.02,0.33,11.59,0,0,
PBB01,1,1988,8,10,33,a,u,m,n+p,26.93,1.09,24.56,0,0,
PBB01,1,1988,8,10,33,b,u,m,n+p,17.47,0.57,36.09,0,0,
PBB01,1,1988,8,10,34,a,u,m,c,10.39,2.65,29.82,0,0,
PBB01,1,1988,8,10,34,b,u,m,c,14.7,5.5,8.58,0,0,
PBB01,1,1988,8,10,35,a,u,m,p,12.55,2.57,29.57,0,0,
PBB01,1,1988,8,10,35,b,u,m,p,26.1,1.94,33.5,0,0,
PBB01,1,1988,8,10,36,a,u,m,n,40.79,0.31,31.9,0,0,
PBB01,1,1988,8,10,36,b,u,m,n,51.39,0,40.41,0,0,
PBB01,1,1988,8,10,37,a,u,u,n+p,9.9,63.74,5.89,19.99,0,
PBB01,1,1988,8,10,37,b,u,u,n+p,12.03,24.42,11.14,37.5,0,
PBB01,1,1988,8,10,38,a,u,u,c,20.72,31.7,17.08,38.11,0,
PBB01,1,1988,8,10,38,b,u,u,c,20.97,15.73,15.59,39.31,0,
PBB01,1,1988,8,10,39,a,u,u,p,17.13,14.9,11.7,25.65,0,
PBB01,1,1988,8,10,39,b,u,u,p,18.99,14.48,29.58,25.98,0,
PBB01,1,1988,8,10,40,a,u,u,n,10.43,45.19,13.26,52.47,0,
PBB01,1,1988,8,10,40,b,u,u,n,22.5,24.02,9.85,17.11,0,
PBB01,1,1988,8,10,41,a,b,u,n,55.99,23.5,14.95,0,0,
PBB01,1,1988,8,10,41,b,b,u,n,30.79,0.88,14,0,0,
PBB01,1,1988,8,10,42,a,b,u,c,23.84,0.05,19.72,0,0,
PBB01,1,1988,8,10,42,b,b,u,c,31.14,0.04,12.06,0,0,
PBB01,1,1988,8,10,43,a,b,u,p,7.32,0.12,20.64,0,0,
PBB01,1,1988,8,10,43,b,b,u,p,24.83,0.36,5.78,0,0,
PBB01,1,1988,8,10,44,a,b,u,n+p,24.61,3.65,9.25,0,0,
PBB01,1,1988,8,10,44,b,b,u,n+p,46.82,0.62,44,0,0,
PBB01,1,1988,8,10,45,a,b,m,n,39.68,0.56,10.87,0,0,
PBB01,1,1988,8,10,45,b,b,m,n,27,0.84,16.88,0,0,
PBB01,1,1988,8,10,46,a,b,m,c,12.3,0.05,17.92,0,0,
PBB01,1,1988,8,10,46,b,b,m,c,11.65,2.95,7.88,0,0,
PBB01,1,1988,8,10,47,a,b,m,p,16.74,0.85,7.02,0,0,
PBB01,1,1988,8,10,47,b,b,m,p,10.83,0.95,15.67,0,0,
PBB01,1,1988,8,10,48,a,b,m,n+p,49.21,0,44.45,0,0,
PBB01,1,1988,8,10,48,b,b,m,n+p,32.43,0.78,14.32,0,0,
PBB01,1,1988,8,10,49,a,b,m,n+p,20.94,0.26,7.31,0,0,
PBB01,1,1988,8,10,49,b,b,m,n+p,27.26,0.82,14.32,0,0,
PBB01,1,1988,8,10,50,a,b,m,n,33.59,0,16.99,0,0,
PBB01,1,1988,8,10,50,b,b,m,n,20.74,0.18,11.64,0,0,
PBB01,1,1988,8,10,51,a,b,m,p,18.35,1.18,9.64,0,0,
PBB01,1,1988,8,10,51,b,b,m,p,16.42,0.41,10.16,0,0,
PBB01,1,1988,8,10,52,a,b,m,c,10.64,7.17,3.25,0,0,
PBB01,1,1988,8,10,52,b,b,m,c,11.04,0.38,4.9,0,0,
PBB01,1,1988,8,10,53,a,b,u,n+p,53.01,0.56,13.49,0,0,
PBB01,1,1988,8,10,53,b,b,u,n+p,49.54,11.73,29.02,0,0,
PBB01,1,1988,8,10,54,a,b,u,n,68.08,11.99,26.72,0,0,
PBB01,1,1988,8,10,54,b,b,u,n,12.41,22.3,6.47,0,0,
PBB01,1,1988,8,10,55,a,b,u,p,38.08,0.57,9.67,0,0,
PBB01,1,1988,8,10,55,b,b,u,p,36.43,20.87,1.6,0,0,
PBB01,1,1988,8,10,56,a,b,u,c,50.01,8.75,11.81,0,0,
PBB01,1,1988,8,10,56,b,b,u,c,26.38,2.06,11.78,0,0,
PBB01,1,1988,8,10,57,a,u,u,c,18.44,23.96,29.9,21.62,0,
PBB01,1,1988,8,10,57,b,u,u,c,3.37,36.03,1.65,45.33,0,
PBB01,1,1988,8,10,58,a,u,u,n+p,24.18,0,23.33,69.29,0,
PBB01,1,1988,8,10,58,b,u,u,n+p,7.27,52.32,8.49,83.44,0,
PBB01,1,1988,8,10,59,a,u,u,p,11.46,18.07,22.78,31.17,0,
PBB01,1,1988,8,10,59,b,u,u,p,17.77,15.86,22.08,38.6,0,
PBB01,1,1988,8,10,60,a,u,u,n,13.51,32.76,5.33,27.37,0,
PBB01,1,1988,8,10,60,b,u,u,n,19.42,62.9,7.11,55.09,0,
PBB01,1,1988,8,10,61,a,u,m,c,13.93,0.72,11.24,0,0,
PBB01,1,1988,8,10,61,b,u,m,c,8.53,1.46,9.66,0,0,
PBB01,1,1988,8,10,62,a,u,m,n+p,23.86,0.65,13.72,0,0,
PBB01,1,1988,8,10,62,b,u,m,n+p,28.6,0.97,17.89,0,0,
PBB01,1,1988,8,10,63,a,u,m,p,16.55,0.51,8.34,0,0,
PBB01,1,1988,8,10,63,b,u,m,p,13.37,1.45,12.32,0,0,
PBB01,1,1988,8,10,64,a,u,m,n,26.62,0.14,11.62,0,0,
PBB01,1,1988,8,10,64,b,u,m,n,24.22,0.97,23.07,0,0,
PBB01,1,1989,6,8,1,.,u,u,n,10.3,2.5,0,71.3,0,
PBB01,1,1989,6,8,2,.,u,u,c,14,10.7,0,86.5,0,
PBB01,1,1989,6,8,3,.,u,u,p,4.1,14.8,0,50.4,0,
PBB01,1,1989,6,8,4,.,u,u,n+p,2.7,47.4,0,33.3,0,
PBB01,1,1989,6,8,5,.,u,m,n,17.8,0.9,0,30.8,0,
PBB01,1,1989,6,8,6,.,u,m,c,6.5,0.9,0,17.5,0,
PBB01,1,1989,6,8,7,.,u,m,p,16.1,0.2,0,54.5,0,
PBB01,1,1989,6,8,8,.,u,m,n+p,25.1,2,0,47.5,0,
PBB01,1,1989,6,8,9,.,b,m,c,6.7,0.6,1.2,0,0,
PBB01,1,1989,6,8,10,.,b,m,p,2.7,1,0.4,0,0,
PBB01,1,1989,6,8,11,.,b,m,n+p,13.7,0.3,0.5,0,0,
PBB01,1,1989,6,8,12,.,b,m,n,11.9,1,2.1,0,0,
PBB01,1,1989,6,8,13,.,b,u,c,3.4,4.1,1,0,0,
PBB01,1,1989,6,8,14,.,b,u,p,5,1.7,0.3,0,0,
PBB01,1,1989,6,8,15,.,b,u,n+p,16.7,3.3,0.4,0,0,
PBB01,1,1989,6,8,16,.,b,u,n,18.5,1,1,0,0,
PBB01,1,1989,6,8,17,.,u,u,n+p,5.3,32.7,0,41.5,0,
PBB01,1,1989,6,8,18,.,u,u,n,1.6,25.3,0,81.7,0,
PBB01,1,1989,6,8,19,.,u,u,p,11.1,6.7,0,31.2,0,
PBB01,1,1989,6,8,20,.,u,u,c,8.5,5.6,0,61.5,0,
PBB01,1,1989,6,8,21,.,u,m,n+p,23.8,2.9,0,56.7,0,
PBB01,1,1989,6,8,22,.,u,m,n,31.8,3,0,69.5,0,
PBB01,1,1989,6,8,23,.,u,m,p,10,1.3,0,18,0,
PBB01,1,1989,6,8,24,.,u,m,c,17.4,0.5,0,46.1,0,
PBB01,1,1989,6,8,25,.,b,u,c,7.9,2.8,0.6,0,0,
PBB01,1,1989,6,8,26,.,b,u,n+p,8.4,8.5,0.3,0,0,
PBB01,1,1989,6,8,27,.,b,u,p,13,3.2,0.7,0,0,
PBB01,1,1989,6,8,28,.,b,u,n,14.3,7.6,0.6,0,0,
PBB01,1,1989,6,8,29,.,b,m,c,10.1,0.2,0.4,0,0,
PBB01,1,1989,6,8,30,.,b,m,n+p,24.7,0.3,2.5,0,0,
PBB01,1,1989,6,8,31,.,b,m,p,9.5,0.6,0.9,0,0,
PBB01,1,1989,6,8,32,.,b,m,n,15.7,0.1,0.7,0,0,
PBB01,1,1989,6,8,33,.,u,m,n+p,19.4,0,0,.,0,
PBB01,1,1989,6,8,34,.,u,m,c,18.7,0.1,0,39,0,
PBB01,1,1989,6,8,35,.,u,m,p,11.2,0.2,0,32.9,0,
PBB01,1,1989,6,8,36,.,u,m,n,21,0.2,0,58.6,0,
PBB01,1,1989,6,8,37,.,u,u,n+p,3.6,33.9,0,88.7,0,
PBB01,1,1989,6,8,38,.,u,u,c,14.4,8.1,0,65.9,0,
PBB01,1,1989,6,8,39,.,u,u,p,9.2,5.2,0,34,0,
PBB01,1,1989,6,8,40,.,u,u,n,6.9,16.7,0,67.8,0,
PBB01,1,1989,6,8,41,.,b,u,n,24,0,2.2,0,0,
PBB01,1,1989,6,8,42,.,b,u,c,20.9,0.3,0.8,0,0,
PBB01,1,1989,6,8,43,.,b,u,p,10,0,0.5,0,0,
PBB01,1,1989,6,8,44,.,b,u,n+p,16.6,12.7,2.8,0,0,
PBB01,1,1989,6,8,45,.,b,m,n,16,0.1,0.4,0,0,
PBB01,1,1989,6,8,46,.,b,m,c,8.7,0.2,0.3,0,0,
PBB01,1,1989,6,8,47,.,b,m,p,7.6,0.2,1.7,0,0,
PBB01,1,1989,6,8,48,.,b,m,n+p,19.6,0,0.7,0,0,
PBB01,1,1989,6,8,49,.,b,m,n+p,29.2,0.3,0.5,0,0,
PBB01,1,1989,6,8,50,.,b,m,n,17.9,0.1,1.2,0,0,
PBB01,1,1989,6,8,51,.,b,m,p,16.3,0.1,0.7,0,0,
PBB01,1,1989,6,8,52,.,b,m,c,10.7,0.2,0.4,0,0,
PBB01,1,1989,6,8,53,.,b,u,n+p,22.3,0,1.3,0,0,
PBB01,1,1989,6,8,54,.,b,u,n,10.2,7,0.8,0,0,
PBB01,1,1989,6,8,55,.,b,u,p,14.7,0.6,0.7,0,0,
PBB01,1,1989,6,8,56,.,b,u,c,7.6,1.3,0.1,0,0,
PBB01,1,1989,6,8,57,.,u,u,c,5.3,20.5,0,61.1,0,
PBB01,1,1989,6,8,58,.,u,u,n+p,0.9,48.3,0,17.9,0,
PBB01,1,1989,6,8,59,.,u,u,p,12.2,48.2,0,14.8,0,
PBB01,1,1989,6,8,60,.,u,u,n,6.1,13.9,0,52.3,0,
PBB01,1,1989,6,8,61,.,u,m,c,10.3,1.6,0,22.6,0,
PBB01,1,1989,6,8,62,.,u,m,n+p,25.3,0.2,0,49.6,0,
PBB01,1,1989,6,8,63,.,u,m,p,7.2,0.4,0,17.9,0,
PBB01,1,1989,6,8,64,.,u,m,n,20.9,0.1,0,59.2,0,
PBB01,1,1989,7,25,1,.,u,u,n,7.54,1.01,0.38,32.86,0,
PBB01,1,1989,7,25,2,.,u,u,c,6.23,2.34,0.74,36.06,0,
PBB01,1,1989,7,25,3,.,u,u,p,5.73,11.4,0.35,75.23,0,
PBB01,1,1989,7,25,4,.,u,u,n+p,2.98,21.47,0.13,130.94,0,
PBB01,1,1989,7,25,5,.,u,m,n,3.76,0,1.01,0,0,
PBB01,1,1989,7,25,6,.,u,m,c,4.01,0.56,10.36,0,0,
PBB01,1,1989,7,25,7,.,u,m,p,3.13,1.7,5.77,0,0,
PBB01,1,1989,7,25,8,.,u,m,n+p,8.57,0.59,7.5,0,0,
PBB01,1,1989,7,25,9,.,b,m,c,1.44,0.12,0.36,0,0,
PBB01,1,1989,7,25,10,.,b,m,p,1.59,0.49,0.33,0,0,
PBB01,1,1989,7,25,11,.,b,m,n+p,5.09,0.08,1.12,0,0,
PBB01,1,1989,7,25,12,.,b,m,n,10.82,0.23,3.41,0,0,
PBB01,1,1989,7,25,13,.,b,u,c,3.64,1.9,0.8,0,0,
PBB01,1,1989,7,25,14,.,b,u,p,5.5,2.07,0.41,0,0,
PBB01,1,1989,7,25,15,.,b,u,n+p,11.72,4.85,2.18,0,0,
PBB01,1,1989,7,25,16,.,b,u,n,14.91,5.32,3.3,0,0,
PBB01,1,1989,7,25,17,.,u,u,n+p,0.17,16.46,0,30.43,0,
PBB01,1,1989,7,25,18,.,u,u,n,4.53,11.68,0.32,77.57,0,
PBB01,1,1989,7,25,19,.,u,u,p,8.79,4.27,0.7,32.11,0,
PBB01,1,1989,7,25,20,.,u,u,c,9.03,2.77,0.7,38.43,0,
PBB01,1,1989,7,25,21,.,u,m,n+p,6.37,0,0.45,0,0,
PBB01,1,1989,7,25,22,.,u,m,n,3.81,0.5,3.24,0,0,
PBB01,1,1989,7,25,23,.,u,m,p,5.47,1.83,9.9,0,0,
PBB01,1,1989,7,25,24,.,u,m,c,4.01,0.38,1.34,0,0,
PBB01,1,1989,7,25,25,.,b,u,c,12.25,2.81,3.79,0,0,
PBB01,1,1989,7,25,26,.,b,u,n+p,11.98,16.61,1.78,0,0,
PBB01,1,1989,7,25,27,.,b,u,p,12.46,1.32,2.82,0,0,
PBB01,1,1989,7,25,28,.,b,u,n,8.62,3.92,1.86,0,0,
PBB01,1,1989,7,25,29,.,b,m,c,4.56,0.24,2.76,0,0,
PBB01,1,1989,7,25,30,.,b,m,n+p,5.65,0,5.96,0,0,
PBB01,1,1989,7,25,31,.,b,m,p,2.67,0.18,0.78,0,0,
PBB01,1,1989,7,25,32,.,b,m,n,6.23,0,0.95,0,0,
PBB01,1,1989,7,25,33,.,u,m,n+p,7.32,0,1.93,0,0,
PBB01,1,1989,7,25,34,.,u,m,c,5.94,0.11,8.1,0,0,
PBB01,1,1989,7,25,35,.,u,m,p,3.96,0.05,1.06,0,0,
PBB01,1,1989,7,25,36,.,u,m,n,19.95,0,21.55,0,0,
PBB01,1,1989,7,25,37,.,u,u,n+p,10.42,14.15,0.8,78.34,0,
PBB01,1,1989,7,25,38,.,u,u,c,8.41,1.9,1.04,99.2,0,
PBB01,1,1989,7,25,39,.,u,u,p,13.11,5.7,1.18,85.59,0,
PBB01,1,1989,7,25,40,.,u,u,n,9.22,7.22,0.38,91.85,0,
PBB01,1,1989,7,25,41,.,b,u,n,36.75,0,6.34,0,0,
PBB01,1,1989,7,25,42,.,b,u,c,10.37,0.35,1.57,0,0,
PBB01,1,1989,7,25,43,.,b,u,p,12.59,2.12,2.8,0,0,
PBB01,1,1989,7,25,44,.,b,u,n+p,.,.,.,.,.,missing
PBB01,1,1989,7,25,45,.,b,m,n,8.06,0.02,3.31,0,0,
PBB01,1,1989,7,25,46,.,b,m,c,6.87,0.01,2.18,0,0,
PBB01,1,1989,7,25,47,.,b,m,p,3.93,0,0.67,0,0,
PBB01,1,1989,7,25,48,.,b,m,n+p,20.61,0,6.67,0,0,
PBB01,1,1989,7,25,49,.,b,m,n+p,6.74,0.03,2.23,0,0,
PBB01,1,1989,7,25,50,.,b,m,n,6.63,0.06,1.17,0,0,
PBB01,1,1989,7,25,51,.,b,m,p,4.91,0.03,0.93,0,0,
PBB01,1,1989,7,25,52,.,b,m,c,3.78,0.1,1.39,0,0,
PBB01,1,1989,7,25,53,.,b,u,n+p,31.81,0,10.79,0,0,
PBB01,1,1989,7,25,54,.,b,u,n,14.72,0.06,7.78,0,0,
PBB01,1,1989,7,25,55,.,b,u,p,18.82,1.76,3.6,0,0,
PBB01,1,1989,7,25,56,.,b,u,c,7.51,13.52,0.8,0,0,
PBB01,1,1989,7,25,57,.,u,u,c,9.02,3.32,0.21,70.95,0,
PBB01,1,1989,7,25,58,.,u,u,n+p,3.79,25.01,0.23,57.85,0,
PBB01,1,1989,7,25,59,.,u,u,p,3.77,2.55,2.11,85.07,0,
PBB01,1,1989,7,25,60,.,u,u,n,0.71,31.89,0.03,112.87,0,
PBB01,1,1989,7,25,61,.,u,m,c,2.41,0.2,1.06,0,0,
PBB01,1,1989,7,25,62,.,u,m,n+p,8.38,0,6.87,0,0,
PBB01,1,1989,7,25,63,.,u,m,p,6.93,0,10.4,0,0,
PBB01,1,1989,7,25,64,.,u,m,n,5.64,0.08,2.57,0,0,
PBB01,1,1989,9,28,33,.,u,m,n+p,24.07,0.56,2.47,0,0,plots 1-32 biomass data missing
PBB01,1,1989,9,28,34,.,u,m,c,9.14,0.57,4.17,0,0,
PBB01,1,1989,9,28,35,.,u,m,p,13.3,0.1,13.71,0,0,
PBB01,1,1989,9,28,36,.,u,m,n,101.46,0,36.15,0,0,
PBB01,1,1989,9,28,37,.,u,u,n+p,11.12,38.59,5.63,91.14,0,
PBB01,1,1989,9,28,38,.,u,u,c,14.37,1.24,13.64,87.6,0,
PBB01,1,1989,9,28,39,.,u,u,p,4.96,1.22,6.26,44.3,0,
PBB01,1,1989,9,28,40,.,u,u,n,3.05,6.74,2.1,84.64,0,
PBB01,1,1989,9,28,41,.,b,u,n,15.3,0.72,12.09,0,0,
PBB01,1,1989,9,28,42,.,b,u,c,52.84,0,14.42,0,0,
PBB01,1,1989,9,28,43,.,b,u,p,16.13,1.92,5.05,0,0,
PBB01,1,1989,9,28,44,.,b,u,n+p,36.82,0.05,14.21,0,0,
PBB01,1,1989,9,28,45,.,b,m,n,28.45,0.04,5.89,0,0,
PBB01,1,1989,9,28,46,.,b,m,c,15.51,0.08,2.69,0,0,
PBB01,1,1989,9,28,47,.,b,m,p,11.83,0.6,3.44,0,0,
PBB01,1,1989,9,28,48,.,b,m,n+p,62.25,0.75,9.57,0,0,
PBB01,1,1989,9,28,49,.,b,m,n+p,34.62,0.04,5.86,0,0,
PBB01,1,1989,9,28,50,.,b,m,n,29.75,0.06,9.54,0,0,
PBB01,1,1989,9,28,51,.,b,m,p,11.42,0.09,5.57,0,0,
PBB01,1,1989,9,28,52,.,b,m,c,14.8,0.52,6.73,0,0,
PBB01,1,1989,9,28,53,.,b,u,n+p,62.47,0.05,14.96,0,0,
PBB01,1,1989,9,28,54,.,b,u,n,22.25,0.11,7.74,0,0,
PBB01,1,1989,9,28,55,.,b,u,p,18.9,0.79,6.66,0,0,
PBB01,1,1989,9,28,56,.,b,u,c,18.89,3.38,7.28,0,0,
PBB01,1,1989,9,28,57,.,u,u,c,5.53,22.4,5.81,40.84,0,
PBB01,1,1989,9,28,58,.,u,u,n+p,6.3,55.57,1.59,58.11,0,
PBB01,1,1989,9,28,59,.,u,u,p,14.05,9.37,6.7,96.56,0,
PBB01,1,1989,9,28,60,.,u,u,n,3.58,27.19,0.92,89.5,0,
PBB01,1,1989,9,28,61,.,u,m,c,7.94,0,4.2,0,0,
PBB01,1,1989,9,28,62,.,u,m,n+p,33.65,0,9.47,0,0,
PBB01,1,1989,9,28,63,.,u,m,p,17.18,0.23,16.65,0,0,
PBB01,1,1989,9,28,64,.,u,m,n,28.03,0,4.54,0,0,
PBB01,1,1990,6,13,5,.,u,m,n,10.67,2.08,0,0,0,
PBB01,1,1990,6,13,6,.,u,m,c,4.4,0.49,0,0,0,
PBB01,1,1990,6,13,7,.,u,m,p,7.08,1.47,0,0,0,
PBB01,1,1990,6,13,8,.,u,m,n+p,31.18,1.87,0,0,0,
PBB01,1,1990,6,13,9,.,b,m,c,10.86,4.87,0,0,0,
PBB01,1,1990,6,13,10,.,b,m,p,5.3,2.84,0,0,0,
PBB01,1,1990,6,13,11,.,b,m,n+p,21.48,0.64,0,0,0,
PBB01,1,1990,6,13,12,.,b,m,n,12.28,0.21,0,0,0,
PBB01,1,1990,6,13,21,.,u,m,n+p,24.41,1.17,0,0,0,
PBB01,1,1990,6,13,22,.,u,m,n,16.6,1.8,0,0,0,
PBB01,1,1990,6,13,23,.,u,m,p,8.45,0.16,0,0,0,
PBB01,1,1990,6,13,24,.,u,m,c,12.98,0.44,0,0,0,
PBB01,1,1990,6,13,29,.,b,m,c,7.91,0.19,0,0,0,
PBB01,1,1990,6,13,30,.,b,m,n+p,16.3,4.61,0,0,0,
PBB01,1,1990,6,13,31,.,b,m,p,7.21,0.21,0,0,0,
PBB01,1,1990,6,13,32,.,b,m,n,20.29,1.36,0,0,0,
PBB01,1,1990,6,13,33,.,u,m,n+p,36.16,0.52,0,0,0,
PBB01,1,1990,6,13,34,.,u,m,c,12.07,0.36,0,0,0,
PBB01,1,1990,6,13,35,.,u,m,p,9.21,1.37,0,0,0,
PBB01,1,1990,6,13,36,.,u,m,n,23.81,0.21,0,0,0,
PBB01,1,1990,6,13,45,.,b,m,n,28.08,0.14,0,0,0,
PBB01,1,1990,6,13,46,.,b,m,c,10.61,0.13,0,0,0,
PBB01,1,1990,6,13,47,.,b,m,p,10.92,0,0,0,0,
PBB01,1,1990,6,13,48,.,b,m,n+p,36.28,0,0,0,0,
PBB01,1,1990,6,13,49,.,b,m,n+p,17.68,0.19,0,0,0,
PBB01,1,1990,6,13,50,.,b,m,n,28.67,0.09,0,0,0,
PBB01,1,1990,6,13,51,.,b,m,p,9.14,0.98,0,0,0,
PBB01,1,1990,6,13,52,.,b,m,c,11.66,0.01,0,0,0,
PBB01,1,1990,6,13,61,.,u,m,c,12.42,2.57,0,0,0,
